"EventID","SeineLength","SeineWidth","SeineDepth","SeineVolume","TrapStatus","TrapHours","RevCounter","TotalRevs","CommentRevs"
8384,28,5,0.6,84,NA,NA,NA,NA,""
8383,30,5,0.5,75,NA,NA,NA,NA,""
8772,27,5,0.4,54,NA,NA,NA,NA,""
8354,27,5,0.7,94.5,NA,NA,NA,NA,""
8353,30,5,0.7,105,NA,NA,NA,NA,""
8352,30,5,0.7,105,NA,NA,NA,NA,""
8368,27,5,0.7,94.5,NA,NA,NA,NA,""
8366,27,5,0.7,94.5,NA,NA,NA,NA,""
8364,30,5,0.7,105,NA,NA,NA,NA,""
8363,30,5,0.7,105,NA,NA,NA,NA,""
8351,29,5,0.5,72.5,NA,NA,NA,NA,""
8350,28,5,0.6,84,NA,NA,NA,NA,""
8349,30,5,0.7,105,NA,NA,NA,NA,""
8360,30,8,0.7,168,NA,NA,NA,NA,""
8377,30,8,0.8,192,NA,NA,NA,NA,""
8376,29,4,0.8,92.80000305,NA,NA,NA,NA,""
8375,27,5,0.5,67.5,NA,NA,NA,NA,""
8374,30,5,0.7,105,NA,NA,NA,NA,""
8373,30,5,0.6,90,NA,NA,NA,NA,""
8396,27,5,0.4,54,NA,NA,NA,NA,""
8771,27,5,0.4,54,NA,NA,NA,NA,""
8398,30,5,0.5,75,NA,NA,NA,NA,""
8431,28,5,0.6,84,NA,NA,NA,NA,""
8416,20,8,1.2,192,NA,NA,NA,NA,""
8767,30,5,0.4,60,NA,NA,NA,NA,""
8770,30,5,0.5,75,NA,NA,NA,NA,""
8768,30,5,0.6,90,NA,NA,NA,NA,""
8402,30,3,0.1,9,NA,NA,NA,NA,""
8399,30,8,0.3,72,NA,NA,NA,NA,""
8469,30,5,1.2,180,NA,NA,NA,NA,""
8438,30,5,0.4,60,NA,NA,NA,NA,""
8532,24,4,1.2,115.2000046,NA,NA,NA,NA,""
8537,30,6,0.2,36,NA,NA,NA,NA,""
8535,30,6,0.2,36,NA,NA,NA,NA,""
8534,30,6,0.3,54.00000381,NA,NA,NA,NA,""
8471,25,5,0.5,62.5,NA,NA,NA,NA,""
8540,8,8,0.7,44.79999924,NA,NA,NA,NA,""
8541,30,4,0.7,84,NA,NA,NA,NA,""
8542,30,6,0.5,90,NA,NA,NA,NA,""
8543,30,8,0.7,168,NA,NA,NA,NA,""
8544,20,8,0.9,144,NA,NA,NA,NA,""
8545,30,5,0.5,75,NA,NA,NA,NA,""
8546,30,6,0.7,126,NA,NA,NA,NA,""
8547,30,6,0.5,90,NA,NA,NA,NA,""
8473,30,5,0.8,120,NA,NA,NA,NA,""
8548,30,6,0.7,126,NA,NA,NA,NA,""
11286,30,5,0.9,135,NA,NA,NA,NA,""
8549,30,6,0.6,108.0000076,NA,NA,NA,NA,""
8550,30,6,0.4,72,NA,NA,NA,NA,""
8474,30,7,0.6,126.0000076,NA,NA,NA,NA,""
8577,30,5,0.7,105,NA,NA,NA,NA,""
8576,8,8,0.5,32,NA,NA,NA,NA,""
8578,30,7,0.6,126.0000076,NA,NA,NA,NA,""
8475,8,4,0.5,16,NA,NA,NA,NA,""
8564,5,8,0.7,28,NA,NA,NA,NA,""
8563,30,8,0.4,96,NA,NA,NA,NA,""
8565,30,5,0.8,120,NA,NA,NA,NA,""
8568,25,5,1.1,137.5,NA,NA,NA,NA,""
8567,30,5,0.8,120,NA,NA,NA,NA,""
8575,25,4,1.1,110,NA,NA,NA,NA,""
8574,30,5,0.7,105,NA,NA,NA,NA,""
8573,30,5,0.8,120,NA,NA,NA,NA,""
8572,30,5,0.7,105,NA,NA,NA,NA,""
8571,30,4,1,120,NA,NA,NA,NA,""
8570,30,5,0.9,135,NA,NA,NA,NA,""
8569,30,5,0.7,105,NA,NA,NA,NA,""
8586,28,6,1,168,NA,NA,NA,NA,""
8476,30,5,0.7,105,NA,NA,NA,NA,""
8477,30,5,0.6,90,NA,NA,NA,NA,""
8478,30,5,0.6,90,NA,NA,NA,NA,""
8479,30,5,0.8,120,NA,NA,NA,NA,""
8454,8,8,0.4,25.60000038,NA,NA,NA,NA,""
8455,8,8,0.6,38.40000153,NA,NA,NA,NA,""
8518,30,8,0.4,96,NA,NA,NA,NA,""
8453,30,8,0.8,192,NA,NA,NA,NA,""
8452,30,8,1,240,NA,NA,NA,NA,""
8451,30,5,0.7,105,NA,NA,NA,NA,""
8450,30,5,0.8,120,NA,NA,NA,NA,""
8449,30,5,0.5,75,NA,NA,NA,NA,""
8463,30,5,0.6,90,NA,NA,NA,NA,""
8462,30,5,0.6,90,NA,NA,NA,NA,""
8589,30,5,0.7,105,NA,NA,NA,NA,""
8590,30,5,0.6,90,NA,NA,NA,NA,""
8592,30,8,0.7,168,NA,NA,NA,NA,""
8461,30,5,0.3,45,NA,NA,NA,NA,""
8519,30,4,0.4,48,NA,NA,NA,NA,""
8460,30,8,0.2,48,NA,NA,NA,NA,""
8459,30,6,0.3,54.00000381,NA,NA,NA,NA,""
8458,30,6,0.6,108.0000076,NA,NA,NA,NA,""
8456,30,6,0.5,90,NA,NA,NA,NA,""
8597,30,8,0.8,192,NA,NA,NA,NA,""
8486,30,6,0.9,162,NA,NA,NA,NA,""
8610,30,6,0.5,90,NA,NA,NA,NA,""
8485,30,6,0.5,90,NA,NA,NA,NA,""
8601,30,7,0.5,105,NA,NA,NA,NA,""
8602,30,6,0.4,72,NA,NA,NA,NA,""
8484,30,6,0.3,54.00000381,NA,NA,NA,NA,""
8488,30,5,0.4,60,NA,NA,NA,NA,""
8612,30,8,0.7,168,NA,NA,NA,NA,""
8494,25,8,0.9,180,NA,NA,NA,NA,""
8620,30,6,0.4,72,NA,NA,NA,NA,""
8492,30,6,0.5,90,NA,NA,NA,NA,""
8493,30,6,0.5,90,NA,NA,NA,NA,""
8489,30,6,0.5,90,NA,NA,NA,NA,""
8490,30,8,1.1,264,NA,NA,NA,NA,""
8491,30,6,0.6,108.0000076,NA,NA,NA,NA,""
8495,30,4,0.3,36,NA,NA,NA,NA,""
8656,30,5,0.4,60,NA,NA,NA,NA,""
8622,30,8,0.3,72,NA,NA,NA,NA,""
8623,30,4,0.1,12,NA,NA,NA,NA,""
8496,30,5,0.6,90,NA,NA,NA,NA,""
8627,30,5,0.5,75,NA,NA,NA,NA,""
8632,30,5,0.6,90,NA,NA,NA,NA,""
8499,30,6,0.5,90,NA,NA,NA,NA,""
8500,30,5,0.9,135,NA,NA,NA,NA,""
8634,30,4,0.7,84,NA,NA,NA,NA,""
8637,20,8,1.1,176,NA,NA,NA,NA,""
8502,30,5,0.8,120,NA,NA,NA,NA,""
8501,30,8,0.6,144,NA,NA,NA,NA,""
8506,24,5,0.5,60,NA,NA,NA,NA,""
8507,30,5,0.4,60,NA,NA,NA,NA,""
8655,30,6,0.03,5.400000095,NA,NA,NA,NA,""
8508,30,8,1,240,NA,NA,NA,NA,""
8509,30,6,0.7,126,NA,NA,NA,NA,""
8511,30,6,0.5,90,NA,NA,NA,NA,""
8604,8,8,0.3,19.20000076,NA,NA,NA,NA,""
8657,30,6,0.4,72,NA,NA,NA,NA,""
8605,30,8,0.3,72,NA,NA,NA,NA,""
8609,30,8,0.8,192,NA,NA,NA,NA,""
8517,30,6,0.3,54.00000381,NA,NA,NA,NA,""
8640,30,6,0.4,72,NA,NA,NA,NA,""
8515,30,6,0.4,72,NA,NA,NA,NA,""
8681,30,8,0.6,144,NA,NA,NA,NA,""
8682,30,8,0.9,216,NA,NA,NA,NA,""
8643,30,8,0.9,216,NA,NA,NA,NA,""
8644,30,6,0.7,126,NA,NA,NA,NA,""
8516,30,6,0.6,108.0000076,NA,NA,NA,NA,""
8468,30,6,0.4,72,NA,NA,NA,NA,""
8648,30,8,0.5,120,NA,NA,NA,NA,""
8647,30,5,0.6,90,NA,NA,NA,NA,""
8646,30,8,0.4,96,NA,NA,NA,NA,""
8467,30,5,0.4,60,NA,NA,NA,NA,""
8523,26,8,0.7,145.5999908,NA,NA,NA,NA,""
8666,30,8,0.9,216,NA,NA,NA,NA,""
8665,30,4,1.1,132,NA,NA,NA,NA,""
8663,30,4,1,120,NA,NA,NA,NA,""
8670,30,5,1.1,165,NA,NA,NA,NA,""
8673,30,4,1,120,NA,NA,NA,NA,""
8694,30,5,0.08,12,NA,NA,NA,NA,""
8697,30,5,0.6,90,NA,NA,NA,NA,""
8696,30,5,0.3,45,NA,NA,NA,NA,""
8585,29,5,1,145,NA,NA,NA,NA,""
8699,27,5,0.9,121.5,NA,NA,NA,NA,""
8700,30,7,0.7,147,NA,NA,NA,NA,""
8703,30,5,0.7,105,NA,NA,NA,NA,""
8702,30,5,0.8,120,NA,NA,NA,NA,""
8721,29,5,0.7,101.5,NA,NA,NA,NA,""
8720,30,6,0.8,144,NA,NA,NA,NA,""
8719,30,5,0.7,105,NA,NA,NA,NA,""
8718,30,5,0.6,90,NA,NA,NA,NA,""
8717,30,4,1.1,132,NA,NA,NA,NA,""
8716,30,4,0.8,96,NA,NA,NA,NA,""
8742,27,5,0.8,108,NA,NA,NA,NA,""
8740,30,5,0.7,105,NA,NA,NA,NA,""
8739,30,5,0.8,120,NA,NA,NA,NA,""
8751,11,8,1.1,96.80000305,NA,NA,NA,NA,""
8749,27,5,0.8,108,NA,NA,NA,NA,""
8747,30,5,0.6,90,NA,NA,NA,NA,""
8746,28,6,0.8,134.4000092,NA,NA,NA,NA,""
8745,29,5,1,145,NA,NA,NA,NA,""
8774,30,5,0.6,90,NA,NA,NA,NA,""
8773,30,5,0.5,75,NA,NA,NA,NA,""
8778,27,5,0.6,81,NA,NA,NA,NA,""
8777,27,5,0.8,108,NA,NA,NA,NA,""
8792,28,6,0.8,134.4000092,NA,NA,NA,NA,""
8790,29,5,0.9,130.5,NA,NA,NA,NA,""
8791,26,8,1.1,228.8000031,NA,NA,NA,NA,""
8785,30,6,0.5,90,NA,NA,NA,NA,""
8800,30,8,1,240,NA,NA,NA,NA,""
8799,27,5,0.4,54,NA,NA,NA,NA,""
8798,27,5,0.7,94.5,NA,NA,NA,NA,""
8797,30,5,0.5,75,NA,NA,NA,NA,""
8796,30,5,0.5,75,NA,NA,NA,NA,""
8803,29,5,0.6,87,NA,NA,NA,NA,""
8802,28,6,0.6,100.8000031,NA,NA,NA,NA,""
8801,30,6,0.5,90,NA,NA,NA,NA,""
8804,30,5,1,150,NA,NA,NA,NA,""
8806,30,5,0.1,15,NA,NA,NA,NA,""
8807,27,5,0.7,94.5,NA,NA,NA,NA,""
8805,27,5,0.6,81,NA,NA,NA,NA,""
8809,30,5,0.6,90,NA,NA,NA,NA,""
8808,30,5,0.5,75,NA,NA,NA,NA,""
8811,29,4,0.6,69.6000061,NA,NA,NA,NA,""
8810,16,8,0.9,115.1999969,NA,NA,NA,NA,""
8818,30,5,0.7,105,NA,NA,NA,NA,""
8817,30,6,0.5,90,NA,NA,NA,NA,""
8816,27,6,0.6,97.20000458,NA,NA,NA,NA,""
8815,27,6,0.4,64.80000305,NA,NA,NA,NA,""
8814,30,6,0.5,90,NA,NA,NA,NA,""
8813,28,7,0.6,117.6000061,NA,NA,NA,NA,""
8820,29,5,0.9,130.5,NA,NA,NA,NA,""
8827,30,5,0.6,90,NA,NA,NA,NA,""
8826,30,6,0.6,108.0000076,NA,NA,NA,NA,""
8825,29,4,0.5,58,NA,NA,NA,NA,""
8824,28,5,0.4,56,NA,NA,NA,NA,""
8823,30,5,0.4,60,NA,NA,NA,NA,""
8822,27,5,0.5,67.5,NA,NA,NA,NA,""
8821,27,5,0.6,81,NA,NA,NA,NA,""
8834,27,4,1,108,NA,NA,NA,NA,""
8833,27,5,0.5,67.5,NA,NA,NA,NA,""
8832,30,6,0.6,108.0000076,NA,NA,NA,NA,""
8831,28,6,0.5,84,NA,NA,NA,NA,""
8830,29,5,0.6,87,NA,NA,NA,NA,""
8829,30,4,0.9,108,NA,NA,NA,NA,""
8828,30,4,1.1,132,NA,NA,NA,NA,""
8840,30,4,0.6,72,NA,NA,NA,NA,""
8841,28,5,0.4,56,NA,NA,NA,NA,""
8842,30,6,0.4,72,NA,NA,NA,NA,""
8843,27,5,0.3,40.5,NA,NA,NA,NA,""
8845,27,5,0.6,81,NA,NA,NA,NA,""
8846,30,6,0.6,108.0000076,NA,NA,NA,NA,""
8847,30,5,0.6,90,NA,NA,NA,NA,""
8855,30,5,0.4,60,NA,NA,NA,NA,""
8856,30,5,0.4,60,NA,NA,NA,NA,""
8857,27,5,0.4,54,NA,NA,NA,NA,""
8858,25,5,0.7,87.5,NA,NA,NA,NA,""
8859,30,5,0.3,45,NA,NA,NA,NA,""
8862,30,5,0.8,120,NA,NA,NA,NA,""
8863,28,5,0.5,70,NA,NA,NA,NA,""
8869,30,4,0.5,60,NA,NA,NA,NA,""
8870,28,5,0.4,56,NA,NA,NA,NA,""
8871,30,5,0.3,45,NA,NA,NA,NA,""
8872,27,5,0.3,40.5,NA,NA,NA,NA,""
8873,27,4,0.2,21.60000038,NA,NA,NA,NA,""
8874,30,5,0.6,90,NA,NA,NA,NA,""
8875,30,4,0.2,24,NA,NA,NA,NA,""
8881,27,5,0.4,54,NA,NA,NA,NA,""
8882,28,5,0.5,70,NA,NA,NA,NA,""
8883,30,5,0.9,135,NA,NA,NA,NA,""
8884,27,5,0.7,94.5,NA,NA,NA,NA,""
8887,30,5,0.5,75,NA,NA,NA,NA,""
8888,30,4,0.3,36,NA,NA,NA,NA,""
8906,30,4,0.3,36,NA,NA,NA,NA,""
8905,30,5,0.5,75,NA,NA,NA,NA,""
8904,27,5,0.3,40.5,NA,NA,NA,NA,""
8902,27,5,0.7,94.5,NA,NA,NA,NA,""
8900,28,5,1,140,NA,NA,NA,NA,""
8896,30,5,0.9,135,NA,NA,NA,NA,""
8898,30,4,0.9,108,NA,NA,NA,NA,""
8916,30,4,1,120,NA,NA,NA,NA,""
8915,30,4,0.9,108,NA,NA,NA,NA,""
8914,27,4,1.1,118.8000031,NA,NA,NA,NA,""
8923,30,5,1,150,NA,NA,NA,NA,""
8922,28,5,0.7,98,NA,NA,NA,NA,""
8921,30,5,0.8,120,NA,NA,NA,NA,""
8919,27,5,0.8,108,NA,NA,NA,NA,""
8934,30,4,1.2,144,NA,NA,NA,NA,""
8933,28,5,0.9,126,NA,NA,NA,NA,""
8932,30,5,0.8,120,NA,NA,NA,NA,""
8931,27,5,0.8,108,NA,NA,NA,NA,""
8929,27,5,0.8,108,NA,NA,NA,NA,""
8928,30,5,0.7,105,NA,NA,NA,NA,""
8927,30,6,0.7,126,NA,NA,NA,NA,""
8950,30,5,0.6,90,NA,NA,NA,NA,""
8949,30,5,0.6,90,NA,NA,NA,NA,""
8948,27,5,0.7,94.5,NA,NA,NA,NA,""
8947,27,4,0.9,97.19999695,NA,NA,NA,NA,""
8955,30,4,1,120,NA,NA,NA,NA,""
8954,28,4,0.9,100.7999954,NA,NA,NA,NA,""
8953,30,5,1,150,NA,NA,NA,NA,""
8963,30,5,0.8,120,NA,NA,NA,NA,""
8964,30,5,0.7,105,NA,NA,NA,NA,""
8965,27,5,0.8,108,NA,NA,NA,NA,""
8967,27,5,0.6,81,NA,NA,NA,NA,""
8969,30,4,0.9,108,NA,NA,NA,NA,""
8970,28,5,0.7,98,NA,NA,NA,NA,""
8971,30,5,0.7,105,NA,NA,NA,NA,""
8994,30,5,0.6,90,NA,NA,NA,NA,""
8993,28,5,0.6,84,NA,NA,NA,NA,""
8992,30,4,1,120,NA,NA,NA,NA,""
8990,27,4,0.6,64.80000305,NA,NA,NA,NA,""
8988,27,5,0.7,94.5,NA,NA,NA,NA,""
8987,30,4,0.7,84,NA,NA,NA,NA,""
8986,30,5,0.8,120,NA,NA,NA,NA,""
8999,23,8,0.8,147.1999969,NA,NA,NA,NA,""
9017,30,6,0.8,144,NA,NA,NA,NA,""
9016,28,5,0.9,126,NA,NA,NA,NA,""
9014,15,6,1.1,99,NA,NA,NA,NA,""
9012,27,5,0.8,108,NA,NA,NA,NA,""
9011,30,5,0.7,105,NA,NA,NA,NA,""
9010,30,5,0.8,120,NA,NA,NA,NA,""
9021,30,5,1.1,165,NA,NA,NA,NA,""
9019,27,4,0.7,75.59999847,NA,NA,NA,NA,""
9043,30,5,1,150,NA,NA,NA,NA,""
9042,28,5,0.7,98,NA,NA,NA,NA,""
9041,30,5,0.9,135,NA,NA,NA,NA,""
9048,27,4,0.8,86.40000153,NA,NA,NA,NA,""
9046,27,5,0.7,94.5,NA,NA,NA,NA,""
9045,30,4,0.5,60,NA,NA,NA,NA,""
9044,30,5,0.7,105,NA,NA,NA,NA,""
9057,11,7,1.2,92.40000153,NA,NA,NA,NA,""
9076,30,5,0.6,90,NA,NA,NA,NA,""
9075,30,5,0.6,90,NA,NA,NA,NA,""
9074,27,5,0.6,81,NA,NA,NA,NA,""
9072,27,5,0.8,108,NA,NA,NA,NA,""
9088,30,4,1,120,NA,NA,NA,NA,""
9087,28,5,0.8,112,NA,NA,NA,NA,""
9086,30,5,0.8,120,NA,NA,NA,NA,""
9099,30,4,1.1,132,NA,NA,NA,NA,""
9095,30,6,0.7,126,NA,NA,NA,NA,""
9097,30,5,0.8,120,NA,NA,NA,NA,""
9094,30,5,0.8,120,NA,NA,NA,NA,""
9210,30,5,0.5,75,NA,NA,NA,NA,""
9211,30,5,0.6,90,NA,NA,NA,NA,""
9212,30,5,0.5,75,NA,NA,NA,NA,""
9213,27,5,0.5,67.5,NA,NA,NA,NA,""
9214,30,8,1,240,NA,NA,NA,NA,""
9215,30,5,0.6,90,NA,NA,NA,NA,""
9216,30,5,0.5,75,NA,NA,NA,NA,""
9217,30,4,0.9,108,NA,NA,NA,NA,""
9237,50,8,1,400,NA,NA,NA,NA,""
9232,27,5,0.5,67.5,NA,NA,NA,NA,""
9231,30,5,0.6,90,NA,NA,NA,NA,""
9230,30,5,0.5,75,NA,NA,NA,NA,""
9233,30,6,0.3,54.00000381,NA,NA,NA,NA,""
9234,30,5,0.6,90,NA,NA,NA,NA,""
9235,30,5,0.4,60,NA,NA,NA,NA,""
9236,30,4,0.6,72,NA,NA,NA,NA,""
9264,30,4,0.3,36,NA,NA,NA,NA,""
9263,30,5,0.5,75,NA,NA,NA,NA,""
9262,27,4,0.4,43.20000076,NA,NA,NA,NA,""
9265,27,5,0.6,81,NA,NA,NA,NA,""
9266,30,8,1.1,264,NA,NA,NA,NA,""
9269,30,5,0.3,45,NA,NA,NA,NA,""
9268,28,5,0.5,70,NA,NA,NA,NA,""
9267,30,4,0.9,108,NA,NA,NA,NA,""
9289,30,5,0.4,60,NA,NA,NA,NA,""
9290,30,5,0.5,75,NA,NA,NA,NA,""
9291,27,5,0.4,54,NA,NA,NA,NA,""
9292,30,5,0.8,120,NA,NA,NA,NA,""
9293,30,5,0.6,90,NA,NA,NA,NA,""
9294,28,5,0.6,84,NA,NA,NA,NA,""
9295,30,4,1.1,132,NA,NA,NA,NA,""
9296,30,8,0.8,192,NA,NA,NA,NA,""
9302,30,5,0.6,90,NA,NA,NA,NA,""
9301,28,5,0.6,84,NA,NA,NA,NA,""
9300,27,5,0.5,67.5,NA,NA,NA,NA,""
9303,25,8,0.6,120.0000076,NA,NA,NA,NA,""
9304,30,5,0.6,90,NA,NA,NA,NA,""
9305,30,5,1.1,165,NA,NA,NA,NA,""
9326,30,4,0.9,108,NA,NA,NA,NA,""
9325,28,5,0.6,84,NA,NA,NA,NA,""
9341,15,8,1.1,132,NA,NA,NA,NA,""
9337,30,4,0.8,96,NA,NA,NA,NA,""
9334,30,5,0.4,60,NA,NA,NA,NA,""
9335,27,5,0.5,67.5,NA,NA,NA,NA,""
9333,30,4,0.5,60,NA,NA,NA,NA,""
9339,28,5,0.5,70,NA,NA,NA,NA,""
9340,30,4,0.7,84,NA,NA,NA,NA,""
9338,30,5,0.5,75,NA,NA,NA,NA,""
9342,30,5,0.6,90,NA,NA,NA,NA,""
9343,30,5,0.7,105,NA,NA,NA,NA,""
9344,27,5,0.7,94.5,NA,NA,NA,NA,""
9346,30,8,0.8,192,NA,NA,NA,NA,""
9345,30,4,0.9,108,NA,NA,NA,NA,""
9349,28,5,0.9,126,NA,NA,NA,NA,""
9348,30,5,0.7,105,NA,NA,NA,NA,""
9347,30,5,0.7,105,NA,NA,NA,NA,""
9350,30,5,0.5,75,NA,NA,NA,NA,""
9351,30,5,0.7,105,NA,NA,NA,NA,""
9352,30,5,0.6,90,NA,NA,NA,NA,""
9357,30,8,0.7,168,NA,NA,NA,NA,""
9356,30,4,1,120,NA,NA,NA,NA,""
9355,30,5,0.4,60,NA,NA,NA,NA,""
9354,30,5,0.3,45,NA,NA,NA,NA,""
9353,30,5,1,150,NA,NA,NA,NA,""
9360,30,5,0.7,105,NA,NA,NA,NA,""
9359,30,5,0.8,120,NA,NA,NA,NA,""
9358,30,5,0.7,105,NA,NA,NA,NA,""
9365,30,8,0.9,216,NA,NA,NA,NA,""
9364,30,5,1,150,NA,NA,NA,NA,""
9363,30,5,0.7,105,NA,NA,NA,NA,""
9362,30,6,0.5,90,NA,NA,NA,NA,""
9361,30,5,0.4,60,NA,NA,NA,NA,""
9367,30,5,0.6,90,NA,NA,NA,NA,""
9368,30,5,0.7,105,NA,NA,NA,NA,""
9369,30,5,0.5,75,NA,NA,NA,NA,""
9372,30,4,0.7,84,NA,NA,NA,NA,""
9371,30,4,1.1,132,NA,NA,NA,NA,""
9370,30,4,1.1,132,NA,NA,NA,NA,""
9659,30,5,0.5,75,NA,NA,NA,NA,""
9374,30,4,0.4,48,NA,NA,NA,NA,""
9375,30,5,0.5,75,NA,NA,NA,NA,""
9376,30,5,0.4,60,NA,NA,NA,NA,""
9380,30,4,0.5,60,NA,NA,NA,NA,""
9379,30,5,0.4,60,NA,NA,NA,NA,""
9377,30,5,0.4,60,NA,NA,NA,NA,""
9378,30,5,0.4,60,NA,NA,NA,NA,""
9384,30,5,0.4,60,NA,NA,NA,NA,""
9385,30,5,0.4,60,NA,NA,NA,NA,""
9386,30,5,0.4,60,NA,NA,NA,NA,""
9390,30,4,0.7,84,NA,NA,NA,NA,""
9389,30,5,0.3,45,NA,NA,NA,NA,""
9388,30,5,0.5,75,NA,NA,NA,NA,""
9387,30,5,0.4,60,NA,NA,NA,NA,""
9414,30,4,1,120,NA,NA,NA,NA,""
9418,30,8,0.8,192,NA,NA,NA,NA,""
9417,30,4,0.9,108,NA,NA,NA,NA,""
9416,30,5,1,150,NA,NA,NA,NA,""
9415,30,5,0.5,75,NA,NA,NA,NA,""
9432,30,4,0.5,60,NA,NA,NA,NA,""
9663,30,5,0.6,90,NA,NA,NA,NA,""
9430,30,5,0.5,75,NA,NA,NA,NA,""
9429,20,8,0.7,112,NA,NA,NA,NA,""
9428,30,4,0.9,108,NA,NA,NA,NA,""
9427,30,5,0.6,90,NA,NA,NA,NA,""
9426,30,5,0.6,90,NA,NA,NA,NA,""
9425,30,5,0.5,75,NA,NA,NA,NA,""
9441,30,4,0.3,36,NA,NA,NA,NA,""
9442,30,5,0.5,75,NA,NA,NA,NA,""
9443,30,5,0.3,45,NA,NA,NA,NA,""
9444,30,5,0.7,105,NA,NA,NA,NA,""
9448,30,8,0.7,168,NA,NA,NA,NA,""
9447,30,4,1,120,NA,NA,NA,NA,""
9446,30,5,0.7,105,NA,NA,NA,NA,""
9445,30,6,0.5,90,NA,NA,NA,NA,""
9464,30,8,0.7,168,NA,NA,NA,NA,""
9463,30,4,0.8,96,NA,NA,NA,NA,""
9462,30,5,0.7,105,NA,NA,NA,NA,""
9461,30,5,0.6,90,NA,NA,NA,NA,""
9458,30,5,0.5,75,NA,NA,NA,NA,""
9457,30,5,0.4,60,NA,NA,NA,NA,""
9460,30,5,0.8,120,NA,NA,NA,NA,""
9481,30,8,0.8,192,NA,NA,NA,NA,""
9479,30,5,0.9,135,NA,NA,NA,NA,""
9478,30,5,0.7,105,NA,NA,NA,NA,""
9477,30,4,0.7,84,NA,NA,NA,NA,""
9474,30,5,0.8,120,NA,NA,NA,NA,""
9475,30,5,0.9,135,NA,NA,NA,NA,""
9476,30,4,1,120,NA,NA,NA,NA,""
9480,30,4,1,120,NA,NA,NA,NA,""
9497,30,4,0.8,96,NA,NA,NA,NA,""
9498,30,5,0.9,135,NA,NA,NA,NA,""
9504,30,8,0.9,216,NA,NA,NA,NA,""
9503,30,4,0.9,108,NA,NA,NA,NA,""
9502,30,5,0.8,120,NA,NA,NA,NA,""
9499,30,5,0.9,135,NA,NA,NA,NA,""
9501,30,5,0.6,90,NA,NA,NA,NA,""
9500,30,5,0.6,90,NA,NA,NA,NA,""
9525,30,4,1,120,NA,NA,NA,NA,""
9524,30,5,0.7,105,NA,NA,NA,NA,""
9523,30,5,0.5,75,NA,NA,NA,NA,""
9522,30,5,0.5,75,NA,NA,NA,NA,""
9521,30,5,0.6,90,NA,NA,NA,NA,""
9520,30,5,0.7,105,NA,NA,NA,NA,""
9519,30,5,0.6,90,NA,NA,NA,NA,""
9526,30,8,0.8,192,NA,NA,NA,NA,""
9533,30,4,0.9,108,NA,NA,NA,NA,""
9532,30,5,0.6,90,NA,NA,NA,NA,""
9531,30,5,0.6,90,NA,NA,NA,NA,""
9530,30,5,0.5,75,NA,NA,NA,NA,""
9529,30,5,0.6,90,NA,NA,NA,NA,""
9528,30,5,0.6,90,NA,NA,NA,NA,""
9527,30,5,0.5,75,NA,NA,NA,NA,""
9534,28,8,0.5,112,NA,NA,NA,NA,""
9541,30,4,1.1,132,NA,NA,NA,NA,""
9540,30,5,0.9,135,NA,NA,NA,NA,""
9539,30,5,0.8,120,NA,NA,NA,NA,""
9537,30,5,0.7,105,NA,NA,NA,NA,""
9536,30,5,0.8,120,NA,NA,NA,NA,""
9538,30,5,0.3,45,NA,NA,NA,NA,""
9542,23,8,0.4,73.59999847,NA,NA,NA,NA,""
9535,30,5,0.6,90,NA,NA,NA,NA,""
9606,30,5,0.9,135,NA,NA,NA,NA,""
9605,30,5,0.7,105,NA,NA,NA,NA,""
9604,30,5,0.6,90,NA,NA,NA,NA,""
9603,30,5,0.4,60,NA,NA,NA,NA,""
9602,30,5,0.5,75,NA,NA,NA,NA,""
9601,30,5,0.5,75,NA,NA,NA,NA,""
9607,22,8,0.5,88,NA,NA,NA,NA,""
9600,30,5,0.5,75,NA,NA,NA,NA,""
9618,30,5,0.6,90,NA,NA,NA,NA,""
9619,30,5,0.7,105,NA,NA,NA,NA,""
9620,30,5,0.6,90,NA,NA,NA,NA,""
9624,30,4,0.7,84,NA,NA,NA,NA,""
9623,30,5,0.5,75,NA,NA,NA,NA,""
9622,30,5,0.3,45,NA,NA,NA,NA,""
9625,30,8,0.8,192,NA,NA,NA,NA,""
9621,30,5,0.6,90,NA,NA,NA,NA,""
9648,29,5,0.5,72.5,NA,NA,NA,NA,""
9649,30,5,0.7,105,NA,NA,NA,NA,""
9650,30,5,0.5,75,NA,NA,NA,NA,""
9655,30,8,0.7,168,NA,NA,NA,NA,""
9654,30,4,0.9,108,NA,NA,NA,NA,""
9653,30,5,0.6,90,NA,NA,NA,NA,""
9652,30,5,0.5,75,NA,NA,NA,NA,""
9651,30,5,0.4,60,NA,NA,NA,NA,""
9664,30,5,0.7,105,NA,NA,NA,NA,""
9665,29,5,0.7,101.5,NA,NA,NA,NA,""
9671,24,8,0.6,115.2000046,NA,NA,NA,NA,""
9670,30,4,0.7,84,NA,NA,NA,NA,""
9669,30,5,0.4,60,NA,NA,NA,NA,""
9668,30,5,0.9,135,NA,NA,NA,NA,""
9667,30,5,0.5,75,NA,NA,NA,NA,""
9666,30,5,0.5,75,NA,NA,NA,NA,""
9676,29,5,0.7,101.5,NA,NA,NA,NA,""
9683,25,8,0.5,100,NA,NA,NA,NA,""
9682,30,4,0.6,72,NA,NA,NA,NA,""
9678,30,5,0.5,75,NA,NA,NA,NA,""
